age,boolean,category,company,coordinates,country,creativework,currency,date,email,event,gender,jobposting,jobrequirements,language,number,organization,person,price,product,sportsteam,streetaddress,telephone,text,time,url,weight,zipcode
0.7407407407407407,0.25925925925925924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9814126394052046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011152416356877323,0.0,0.0,0.0,0.0,0.003717472118959108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003717472118959108,0.0,0.0
0.0,0.24356297842727903,0.15031315240083507,0.016005567153792623,0.09951287404314543,0.0027835768963117603,0.019485038274182322,0.050104384133611686,0.0006958942240779401,0.016005567153792623,0.0020876826722338203,0.0020876826722338203,0.04871259568545581,0.0,0.006263048016701461,0.007654836464857341,0.0041753653444676405,0.08559498956158663,0.0034794711203897004,0.14126652748782184,0.0006958942240779401,0.0,0.0,0.026443980514961725,0.0,0.07028531663187196,0.0027835768963117603,0.0
0.0,0.012396694214876032,0.002754820936639118,0.5247933884297521,0.12672176308539945,0.0068870523415977955,0.013774104683195591,0.0,0.001377410468319559,0.0,0.015151515151515152,0.0,0.028925619834710745,0.0,0.005509641873278236,0.0,0.18044077134986228,0.026170798898071626,0.005509641873278236,0.019283746556473826,0.001377410468319559,0.017906336088154267,0.002754820936639118,0.005509641873278236,0.0,0.001377410468319559,0.0,0.001377410468319559
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9790575916230367,0.0,0.0,0.010471204188481676,0.0,0.0,0.0,0.0,0.0,0.005235602094240838,0.0,0.0,0.005235602094240838
0.0,0.02179176755447942,0.0,0.002421307506053269,0.11864406779661019,0.7772397094430994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01937046004842615,0.0,0.0,0.009685230024213076,0.0,0.0,0.0,0.03389830508474576,0.0,0.0,0.0,0.0,0.0,0.01694915254237288
0.0008718395815170008,0.013949433304272013,0.003487358326068003,0.01133391455972101,0.02092414995640802,0.0008718395815170008,0.7663469921534437,0.0,0.025283347863993024,0.003487358326068003,0.04882301656495204,0.0,0.003487358326068003,0.0,0.003487358326068003,0.0,0.007846556233653008,0.013949433304272013,0.0,0.03312990409764603,0.0017436791630340016,0.0026155187445510023,0.0,0.016564952048823016,0.0,0.02092414995640802,0.0,0.0008718395815170008
0.0,0.0035714285714285713,0.0,0.0,0.014285714285714285,0.0035714285714285713,0.0,0.9678571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0035714285714285713,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0011534025374855827,0.0,0.0011534025374855827,0.0,0.0,0.0,0.0,0.6332179930795848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009227220299884662,0.3552479815455594,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.16428571428571428,0.0,0.0,0.0,0.007142857142857142,0.6571428571428571,0.0,0.0,0.0,0.0,0.16428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007142857142857142,0.0,0.0,0.0
