age,boolean,category,company,coordinates,country,creativework,currency,date,email,event,gender,jobposting,jobrequirements,language,number,organization,person,price,product,sportsteam,streetaddress,telephone,text,time,url,weight,zipcode
0.9629629629629629,0.03703703703703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9591078066914498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03345724907063197,0.0,0.0,0.0,0.0,0.0037174721189591076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037174721189591076,0.0,0.0,0.0,0.0
0.0,0.004871259568545581,0.15240083507306892,0.0020876826722338203,0.0013917884481558804,0.0,0.006958942240779402,0.08629088378566457,0.0,0.0,0.0006958942240779402,0.0020876826722338203,0.031315240083507306,0.0,0.0,0.010438413361169102,0.18997912317327767,0.009742519137091161,0.0027835768963117608,0.20946416144745997,0.0013917884481558804,0.0,0.0,0.24982602644398055,0.0,0.035490605427974956,0.0027835768963117608,0.0
0.0,0.0,0.0013774104683195593,0.21487603305785125,0.0013774104683195593,0.006887052341597796,0.009641873278236915,0.0,0.0013774104683195593,0.0,0.0027548209366391185,0.0,0.02617079889807163,0.0,0.004132231404958678,0.008264462809917356,0.5123966942148761,0.02066115702479339,0.02617079889807163,0.01652892561983471,0.0,0.06336088154269974,0.011019283746556474,0.0674931129476584,0.0,0.005509641873278237,0.0,0.0
0.0,0.010471204188481676,0.0,0.0,0.9842931937172775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005235602094240838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002421307506053269,0.0,0.0,0.007263922518159806,0.6343825665859565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02179176755447942,0.0,0.04842615012106538,0.012106537530266345,0.0,0.0,0.002421307506053269,0.0774818401937046,0.0,0.13075060532687655,0.0,0.0,0.0,0.06295399515738498
0.0,0.0,0.0026155187445510027,0.0017436791630340018,0.0,0.0017436791630340018,0.7262423714036618,0.0,0.0034873583260680036,0.0,0.028770706190061033,0.0008718395815170009,0.0017436791630340018,0.0,0.0034873583260680036,0.0034873583260680036,0.025283347863993028,0.01656495204882302,0.0,0.03574542284219704,0.0026155187445510027,0.0026155187445510027,0.0008718395815170009,0.12990409764603314,0.0,0.012205754141238014,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.003571428571428572,0.0,0.003571428571428572,0.0,0.007142857142857144,0.003571428571428572,0.0,0.0,0.0,0.010714285714285716,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0011534025374855823,0.0,0.0,0.0,0.5224913494809689,0.0,0.0,0.0,0.0,0.0,0.0,0.0023068050749711646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020761245674740483,0.4221453287197232,0.03114186851211073,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4642857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.057142857142857134,0.0,0.0,0.0,0.0,0.0,0.0,0.2928571428571428,0.007142857142857142,0.17857142857142855,0.0,0.0
0.0,0.0023696682464454974,0.0,0.0023696682464454974,0.0,0.0023696682464454974,0.01895734597156398,0.0,0.004739336492890995,0.0,0.8601895734597156,0.0,0.0,0.0,0.0023696682464454974,0.0,0.004739336492890995,0.0,0.0,0.0023696682464454974,0.059241706161137435,0.007109004739336492,0.0,0.030805687203791465,0.0023696682464454974,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9836065573770492,0.0,0.0,0.0,0.0,0.0,0.00546448087431694,0.0,0.0,0.0,0.0,0.0,0.01092896174863388,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04790419161676646,0.0,0.005988023952095808,0.005988023952095808,0.0,0.0,0.005988023952095808,0.0,0.011976047904191616,0.0,0.0,0.0,0.4850299401197604,0.005988023952095808,0.011976047904191616,0.03592814371257485,0.04790419161676646,0.04790419161676646,0.0,0.011976047904191616,0.0,0.0,0.0,0.2754491017964072,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9880952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.0
0.0007057163020465773,0.015525758645024701,0.0,0.0028228652081863093,0.0903316866619619,0.0,0.0014114326040931546,0.0,0.0014114326040931546,0.0,0.0,0.0,0.0014114326040931546,0.0,0.0,0.726182074805928,0.0028228652081863093,0.0007057163020465773,0.002117148906139732,0.024700070571630206,0.0,0.0,0.0007057163020465773,0.04728299223712069,0.0,0.01340860973888497,0.068454481298518,0.0
